Code,Year,Access to electricity (% of population)
AFG,2000,1.61359E+15
AFG,2001,4.07457E+15
AFG,2002,9.40916E+15
AFG,2003,1.47385E+16
AFG,2004,2.0065E+15
AFG,2005,2.53909E+16
AFG,2006,3.07187E+16
AFG,2007,3.6051E+15
AFG,2008,4.24E+16
AFG,2009,4.67401E+15
AFG,2010,4.27E+15
AFG,2011,4.3222E+15
AFG,2012,6.91E+14
AFG,2013,6.82906E+14
AFG,2014,895
AFG,2015,715
AFG,2016,9.77E+15
AFG,2017,9.77E+15
AFG,2018,9.66161E+15
AFG,2019,9.77E+15
AFG,2020,9.77E+15
ALB,1990,100
ALB,1991,100
ALB,1992,100
ALB,1993,100
ALB,1994,100
ALB,1995,100
ALB,1996,100
ALB,1997,100
ALB,1998,100
ALB,1999,100
ALB,2000,100
ALB,2001,100
ALB,2002,100
ALB,2003,100
ALB,2004,100
ALB,2005,100
ALB,2006,100
ALB,2007,100
ALB,2008,100
ALB,2009,100
ALB,2010,100
ALB,2011,100
ALB,2012,9.99E+14
ALB,2013,100
ALB,2014,9.995E+15
ALB,2015,9.998E+14
ALB,2016,9.989E+15
ALB,2017,9.989E+15
ALB,2018,100
ALB,2019,100
ALB,2020,100
DZA,2000,9.89731E+15
DZA,2001,9.89669E+15
DZA,2002,9.89531E+15
DZA,2003,9.8934E+15
DZA,2004,9.89121E+15
DZA,2005,9.88896E+15
DZA,2006,9.8869E+15
DZA,2007,9.88529E+15
DZA,2008,9.93E+15
DZA,2009,9.88452E+15
DZA,2010,9.88589E+15
DZA,2011,9.8888E+15
DZA,2012,9.87647E+15
DZA,2013,9.90022E+15
DZA,2014,9.9087E+14
DZA,2015,9.91867E+15
DZA,2016,9.93503E+15
DZA,2017,9.96355E+15
DZA,2018,9.96978E+15
DZA,2019,995
DZA,2020,9.98041E+15
AND,1990,100
AND,1991,100
AND,1992,100
AND,1993,100
AND,1994,100
AND,1995,100
AND,1996,100
AND,1997,100
AND,1998,100
AND,1999,100
AND,2000,100
AND,2001,100
AND,2002,100
AND,2003,100
AND,2004,100
AND,2005,100
AND,2006,100
AND,2007,100
AND,2008,100
AND,2009,100
AND,2010,100
AND,2011,100
AND,2012,100
AND,2013,100
AND,2014,100
AND,2015,100
AND,2016,100
AND,2017,100
AND,2018,100
AND,2019,100
AND,2020,100
AGO,2000,2.42127E+16
AGO,2001,20
AGO,2002,2.63521E+15
AGO,2003,2.74128E+16
AGO,2004,2.84706E+16
AGO,2005,2.95278E+16
AGO,2006,3.05869E+16
AGO,2007,375
AGO,2008,3.849E+14
AGO,2009,3.38022E+16
AGO,2010,3.48956E+15
AGO,2011,3.46E+16
AGO,2012,3.71313E+15
AGO,2013,3.8278E+15
AGO,2014,32
AGO,2015,42
AGO,2016,4.18131E+15
AGO,2017,4.30133E+15
AGO,2018,4.529E+16
AGO,2019,4.56428E+16
AGO,2020,4.68906E+15
ATG,1990,9.5763E+15
ATG,1991,9.59407E+14
ATG,1992,9.61181E+15
ATG,1993,9.62949E+14
ATG,1994,9.64704E+15
ATG,1995,9.66438E+13
ATG,1996,9.68145E+15
ATG,1997,9.69818E+15
ATG,1998,9.7145E+15
ATG,1999,9.73034E+15
ATG,2000,9.76893E+15
ATG,2001,9.77853E+14
ATG,2002,100
ATG,2003,9.79568E+15
ATG,2004,9.80371E+15
ATG,2005,9.22E+15
ATG,2006,100
ATG,2007,100
ATG,2008,100
ATG,2009,9.84813E+15
ATG,2010,9.85972E+15
ATG,2011,9.4552E+15
ATG,2012,100
ATG,2013,100
ATG,2014,100
ATG,2015,100
ATG,2016,100
ATG,2017,100
ATG,2018,100
ATG,2019,100
ATG,2020,100
ARG,1990,9.21548E+15
ARG,1991,924921875
ARG,1992,9.28295E+15
ARG,1993,9.3166E+15
ARG,1994,9.35013E+15
ARG,1995,9.38345E+15
ARG,1996,9.41649E+14
ARG,1997,9.4492E+15
ARG,1998,9.4815E+15
ARG,1999,9.51332E+14
ARG,2000,9.57833E+15
ARG,2001,9.55111E+15
ARG,2002,9.62289E+15
ARG,2003,9.64426E+15
ARG,2004,9.66535E+15
ARG,2005,9.68638E+15
ARG,2006,9.70761E+15
ARG,2007,9.72928E+15
ARG,2008,9.75168E+15
ARG,2009,9.77507E+15
ARG,2010,9.882E+15
ARG,2011,9.90954E+15
ARG,2012,9.923E+12
ARG,2013,9.93427E+14
ARG,2014,100
ARG,2015,9.96254E+14
ARG,2016,9.98496E+15
ARG,2017,100
ARG,2018,9.99896E+15
ARG,2019,100
ARG,2020,100
ARM,2000,9.89E+14
ARM,2001,100
ARM,2002,98
ARM,2003,9.91901E+15
ARM,2004,9.91892E+14
ARM,2005,9.98E+15
ARM,2006,9.91882E+13
ARM,2007,9.91932E+15
ARM,2008,9.92054E+15
ARM,2009,9.92275E+15
ARM,2010,9.98E+15
ARM,2011,9.96058E+15
ARM,2012,9.9629E+15
ARM,2013,9.942E+15
ARM,2014,9.971E+15
ARM,2015,100
ARM,2016,9.98E+15
ARM,2017,9.97E+15
ARM,2018,9.99E+14
ARM,2019,100
ARM,2020,100
ABW,1990,100
ABW,1991,9.91537E+15
ABW,1992,9.91971E+15
ABW,1993,9.92399E+15
ABW,1994,100
ABW,1995,100
ABW,1996,100
ABW,1997,100
ABW,1998,100
ABW,1999,100
ABW,2000,9.16604E+13
ABW,2001,100
ABW,2002,100
ABW,2003,100
ABW,2004,100
ABW,2005,100
ABW,2006,100
ABW,2007,100
ABW,2008,100
ABW,2009,100
ABW,2010,9.33563E+15
ABW,2011,100
ABW,2012,100
ABW,2013,100
ABW,2014,100
ABW,2015,100
ABW,2016,100
ABW,2017,100
ABW,2018,100
ABW,2019,100
ABW,2020,100
AUS,1990,100
AUS,1991,100
AUS,1992,100
AUS,1993,100
AUS,1994,100
AUS,1995,100
AUS,1996,100
AUS,1997,100
AUS,1998,100
AUS,1999,100
AUS,2000,100
AUS,2001,100
AUS,2002,100
AUS,2003,100
AUS,2004,100
AUS,2005,100
AUS,2006,100
AUS,2007,100
AUS,2008,100
AUS,2009,100
AUS,2010,100
AUS,2011,100
AUS,2012,100
AUS,2013,100
AUS,2014,100
AUS,2015,100
AUS,2016,100
AUS,2017,100
AUS,2018,100
AUS,2019,100
AUS,2020,100
AUT,1990,100
AUT,1991,100
AUT,1992,100
AUT,1993,100
AUT,1994,100
AUT,1995,100
AUT,1996,100
AUT,1997,100
AUT,1998,100
AUT,1999,100
AUT,2000,100
AUT,2001,100
AUT,2002,100
AUT,2003,100
AUT,2004,100
AUT,2005,100
AUT,2006,100
AUT,2007,100
AUT,2008,100
AUT,2009,100
AUT,2010,100
AUT,2011,100
AUT,2012,100
AUT,2013,100
AUT,2014,100
AUT,2015,100
AUT,2016,100
AUT,2017,100
AUT,2018,100
AUT,2019,100
AUT,2020,100
AZE,1999,97
AZE,2000,9.89082E+14
AZE,2001,9.86218E+14
AZE,2002,100
AZE,2003,9.89275E+14
AZE,2004,9.90748E+15
AZE,2005,9.92216E+15
AZE,2006,995
AZE,2007,9.95235E+15
AZE,2008,9.96839E+15
AZE,2009,9.98542E+14
AZE,2010,9.99438E+15
AZE,2011,9.99E+14
AZE,2012,100
AZE,2013,100
AZE,2014,100
AZE,2015,100
AZE,2016,100
AZE,2017,100
AZE,2018,100
AZE,2019,100
AZE,2020,100
BHS,1990,100
BHS,1991,100
BHS,1992,100
BHS,1993,100
BHS,1994,100
BHS,1995,100
BHS,1996,100
BHS,1997,100
BHS,1998,100
BHS,1999,100
BHS,2000,100
BHS,2001,100
BHS,2002,100
BHS,2003,100
BHS,2004,100
BHS,2005,100
BHS,2006,100
BHS,2007,100
BHS,2008,100
BHS,2009,100
BHS,2010,100
BHS,2011,100
BHS,2012,100
BHS,2013,100
BHS,2014,100
BHS,2015,100
BHS,2016,100
BHS,2017,100
BHS,2018,100
BHS,2019,100
BHS,2020,100
BHR,1990,9.99414E+15
BHR,1991,9.99674E+15
BHR,1992,9.99872E+14
BHR,1993,9.99971E+15
BHR,1994,9.99998E+15
BHR,1995,100
BHR,1996,100
BHR,1997,100
BHR,1998,100
BHR,1999,100
BHR,2000,100
BHR,2001,100
BHR,2002,100
BHR,2003,100
BHR,2004,100
BHR,2005,100
BHR,2006,100
BHR,2007,100
BHR,2008,100
BHR,2009,100
BHR,2010,100
BHR,2011,100
BHR,2012,100
BHR,2013,100
BHR,2014,100
BHR,2015,100
BHR,2016,100
BHR,2017,100
BHR,2018,100
BHR,2019,100
BHR,2020,100
BGD,1991,1.429E+16
BGD,1992,9.90542E+14
BGD,1993,1.27179E+16
BGD,1994,1.78E+16
BGD,1995,1.8338E+16
BGD,1996,2.11444E+16
BGD,1997,2.24E+16
BGD,1998,2.67462E+16
BGD,1999,2.95402E+15
BGD,2000,32
BGD,2001,3.50326E+15
BGD,2002,3.78511E+16
BGD,2003,4.06643E+15
BGD,2004,4.06E+16
BGD,2005,4.423E+15
BGD,2006,5.05251E+15
BGD,2007,465
BGD,2008,5.47355E+15
BGD,2009,5.75688E+12
BGD,2010,5.526E+14
BGD,2011,5.96E+16
BGD,2012,6.61556E+15
BGD,2013,615
BGD,2014,6.24E+16
BGD,2015,7.49037E+15
BGD,2016,7.592E+15
BGD,2017,88
BGD,2018,9.18E+15
BGD,2019,9.22E+15
BGD,2020,9.62E+15
BRB,1990,9.99843E+14
BRB,1991,9.99934E+15
BRB,1992,9.99987E+15
BRB,1993,100
BRB,1994,100
BRB,1995,100
BRB,1996,100
BRB,1997,100
BRB,1998,100
BRB,1999,100
BRB,2000,100
BRB,2001,100
BRB,2002,100
BRB,2003,100
BRB,2004,9.99967E+15
BRB,2005,9.99805E+15
BRB,2006,100
BRB,2007,100
BRB,2008,100
BRB,2009,100
BRB,2010,100
BRB,2011,100
BRB,2012,100
BRB,2013,100
BRB,2014,100
BRB,2015,100
BRB,2016,100
BRB,2017,100
BRB,2018,100
BRB,2019,100
BRB,2020,100
BLR,1990,100
BLR,1991,100
BLR,1992,100
BLR,1993,100
BLR,1994,100
BLR,1995,100
BLR,1996,100
BLR,1997,100
BLR,1998,100
BLR,1999,100
BLR,2000,100
BLR,2001,100
BLR,2002,100
BLR,2003,100
BLR,2004,100
BLR,2005,100
BLR,2006,100
BLR,2007,100
BLR,2008,100
BLR,2009,100
BLR,2010,100
BLR,2011,100
BLR,2012,100
BLR,2013,100
BLR,2014,100
BLR,2015,100
BLR,2016,100
BLR,2017,100
BLR,2018,100
BLR,2019,100
BLR,2020,100
BEL,1990,100
BEL,1991,100
BEL,1992,100
BEL,1993,100
BEL,1994,100
BEL,1995,100
BEL,1996,100
BEL,1997,100
BEL,1998,100
BEL,1999,100
BEL,2000,100
BEL,2001,100
BEL,2002,100
BEL,2003,100
BEL,2004,100
BEL,2005,100
BEL,2006,100
BEL,2007,100
BEL,2008,100
BEL,2009,100
BEL,2010,100
BEL,2011,100
BEL,2012,100
BEL,2013,100
BEL,2014,100
BEL,2015,100
BEL,2016,100
BEL,2017,100
BEL,2018,100
BEL,2019,100
BEL,2020,100
BLZ,1991,67
BLZ,1992,7.22249E+15
BLZ,1993,7.31233E+15
BLZ,1994,7.40204E+14
BLZ,1995,7.49154E+15
BLZ,1996,7.58077E+15
BLZ,1997,7.66966E+15
BLZ,1998,7.75814E+15
BLZ,1999,7.84614E+15
BLZ,2000,79
BLZ,2001,8.0197E+15
BLZ,2002,8.10294E+14
BLZ,2003,8.18566E+15
BLZ,2004,8.2681E+15
BLZ,2005,8.35048E+15
BLZ,2006,9.09885E+15
BLZ,2007,8.51606E+15
BLZ,2008,8.59981E+15
BLZ,2009,8.68454E+15
BLZ,2010,8.99172E+15
BLZ,2011,9.16817E+15
BLZ,2012,9.09959E+15
BLZ,2013,9.11861E+15
BLZ,2014,9.13643E+11
BLZ,2015,9.18E+15
BLZ,2016,9.32223E+14
BLZ,2017,9.4189E+15
BLZ,2018,9.172E+15
BLZ,2019,9.272E+15
BLZ,2020,9.71133E+15
BEN,1996,145
BEN,1997,1.85896E+15
BEN,1998,1.95783E+15
BEN,1999,2.0562E+16
BEN,2000,2.15311E+16
BEN,2001,2.19E+16
BEN,2002,2.34159E+15
BEN,2003,2.43493E+16
BEN,2004,2.52798E+15
BEN,2005,2.62098E+15
BEN,2006,2.79E+16
BEN,2007,2.8078E+15
BEN,2008,2.90216E+15
BEN,2009,2.99752E+15
BEN,2010,3.42E+15
BEN,2011,3.69E+16
BEN,2012,3.84E+16
BEN,2013,3.46912E+16
BEN,2014,3.41E+16
BEN,2015,2.962E+14
BEN,2016,3.70952E+16
BEN,2017,345
BEN,2018,3.92469E+16
BEN,2019,4.03287E+15
BEN,2020,4.1411E+15
BMU,1990,100
BMU,1991,100
BMU,1992,100
BMU,1993,100
BMU,1994,100
BMU,1995,100
BMU,1996,100
BMU,1997,100
BMU,1998,100
BMU,1999,100
BMU,2000,100
BMU,2001,100
BMU,2002,100
BMU,2003,100
BMU,2004,100
BMU,2005,100
BMU,2006,100
BMU,2007,100
BMU,2008,100
BMU,2009,100
BMU,2010,100
BMU,2011,100
BMU,2012,100
BMU,2013,100
BMU,2014,100
BMU,2015,100
BMU,2016,100
BMU,2017,100
BMU,2018,100
BMU,2019,100
BMU,2020,100
BTN,2000,3.115E+16
BTN,2001,4.00451E+15
BTN,2002,4.39789E+16
BTN,2003,4.11E+16
BTN,2004,5.1833E+16
BTN,2005,5.98081E+15
BTN,2006,5.96851E+16
BTN,2007,7.18E+15
BTN,2008,6.75553E+15
BTN,2009,7.15039E+15
BTN,2010,7.32829E+15
BTN,2011,8.17671E+12
BTN,2012,915
BTN,2013,8.74511E+15
BTN,2014,9.14835E+15
BTN,2015,9.55307E+15
BTN,2016,9.95898E+15
BTN,2017,9.77E+15
BTN,2018,9.99744E+13
BTN,2019,100
BTN,2020,100
BOL,1992,6.00279E+15
BOL,1993,6.1384E+16
BOL,1994,6.41E+14
BOL,1995,6.40915E+14
BOL,1996,71
BOL,1997,6.73304E+15
BOL,1998,7.12E+15
BOL,1999,7.09299E+15
BOL,2000,6.9963E+15
BOL,2001,6.92585E+15
BOL,2002,6.39969E+16
BOL,2003,7.23E+15
BOL,2004,7.59453E+15
BOL,2005,6.82882E+14
BOL,2006,7.62113E+14
BOL,2007,8.01566E+15
BOL,2008,8.4675E+15
BOL,2009,8.67656E+15
BOL,2010,8.78863E+15
BOL,2011,8.83359E+15
BOL,2012,9.03874E+15
BOL,2013,8.95057E+15
BOL,2014,9.00387E+15
BOL,2015,9.15228E+15
BOL,2016,9.18E+15
BOL,2017,9.18E+15
BOL,2018,9.28E+15
BOL,2019,9.508E+15
BOL,2020,9.75541E+15
BIH,1990,100
BIH,1991,100
BIH,1992,100
BIH,1993,100
BIH,1994,100
BIH,1995,100
BIH,1996,100
BIH,1997,100
BIH,1998,100
BIH,1999,100
BIH,2000,100
BIH,2001,9.94E+14
BIH,2002,985
BIH,2003,100
BIH,2004,100
BIH,2005,100
BIH,2006,9.93873E+15
BIH,2007,9.97E+15
BIH,2008,100
BIH,2009,100
BIH,2010,100
BIH,2011,9.97058E+15
BIH,2012,100
BIH,2013,995
BIH,2014,100
BIH,2015,9.97E+15
BIH,2016,100
BIH,2017,100
BIH,2018,100
BIH,2019,100
BIH,2020,100
BWA,1991,1.01E+16
BWA,1992,9.39823E+15
BWA,1993,1.16421E+15
BWA,1994,1.38846E+16
BWA,1995,1.6125E+16
BWA,1996,1.83627E+16
BWA,1997,2.05971E+16
BWA,1998,2.28273E+16
BWA,1999,2.50527E+14
BWA,2000,2.6409E+16
BWA,2001,2.48E+16
BWA,2002,27
BWA,2003,3.30831E+16
BWA,2004,3.52989E+16
BWA,2005,3.75142E+15
BWA,2006,3.97313E+16
BWA,2007,4.1953E+16
BWA,2008,445
BWA,2009,4.336E+15
BWA,2010,5.20178E+15
BWA,2011,5.324E+14
BWA,2012,5.60188E+15
BWA,2013,5.79919E+16
BWA,2014,5.9953E+15
BWA,2015,6.213E+16
BWA,2016,6.41751E+15
BWA,2017,6.74E+14
BWA,2018,6.82293E+15
BWA,2019,6.99597E+14
BWA,2020,7.19948E+15
BRA,1990,8.74751E+15
BRA,1991,9.06065E+14
BRA,1992,8.88038E+14
BRA,1993,8.99999E+15
BRA,1994,9.18837E+15
BRA,1995,9.17286E+15
BRA,1996,9.28671E+15
BRA,1997,9.33541E+15
BRA,1998,9.41938E+15
BRA,1999,9.4763E+14
BRA,2000,9.43917E+15
BRA,2001,9.60165E+15
BRA,2002,9.6653E+15
BRA,2003,9.69801E+15
BRA,2004,9.67651E+15
BRA,2005,9.70935E+15
BRA,2006,9.75943E+15
BRA,2007,9.81254E+15
BRA,2008,9.85266E+15
BRA,2009,9.88569E+15
BRA,2010,9.86E+14
BRA,2011,9.93287E+15
BRA,2012,9.95195E+15
BRA,2013,9.95751E+15
BRA,2014,9.96502E+14
BRA,2015,9.97109E+15
BRA,2016,9.97E+15
BRA,2017,9.98E+15
BRA,2018,9.97E+15
BRA,2019,9.98E+15
BRA,2020,100
VGB,1990,9.46066E+15
VGB,1991,9.48247E+15
VGB,1992,9.50428E+15
VGB,1993,9.52602E+15
VGB,1994,9.54762E+14
VGB,1995,9.56902E+15
VGB,1996,9.59015E+15
VGB,1997,9.61093E+15
VGB,1998,9.63131E+15
VGB,1999,9.65121E+15
VGB,2000,9.74127E+14
VGB,2001,9.75228E+14
VGB,2002,9.76254E+14
VGB,2003,9.77227E+15
VGB,2004,9.78171E+15
VGB,2005,9.7911E+15
VGB,2006,9.80067E+15
VGB,2007,9.8107E+15
VGB,2008,9.82145E+15
VGB,2009,9.8332E+15
VGB,2010,9.83E+15
VGB,2011,9.86573E+15
VGB,2012,9.88502E+15
VGB,2013,9.90211E+15
VGB,2014,9.918E+15
VGB,2015,100
VGB,2016,100
VGB,2017,100
VGB,2018,100
VGB,2019,100
VGB,2020,100
BRN,1990,100
BRN,1991,100
BRN,1992,100
BRN,1993,100
BRN,1994,100
BRN,1995,100
BRN,1996,100
BRN,1997,100
BRN,1998,100
BRN,1999,100
BRN,2000,100
BRN,2001,100
BRN,2002,100
BRN,2003,100
BRN,2004,100
BRN,2005,100
BRN,2006,100
BRN,2007,100
BRN,2008,100
BRN,2009,100
BRN,2010,100
BRN,2011,100
BRN,2012,100
BRN,2013,100
BRN,2014,100
BRN,2015,100
BRN,2016,100
BRN,2017,100
BRN,2018,100
BRN,2019,100
BRN,2020,100
BGR,1990,100
BGR,1991,100
BGR,1992,100
BGR,1993,100
BGR,1994,100
BGR,1995,100
BGR,1996,100
BGR,1997,100
BGR,1998,100
BGR,1999,100
BGR,2000,100
BGR,2001,100
BGR,2002,100
BGR,2003,100
BGR,2004,100
BGR,2005,100
BGR,2006,100
BGR,2007,100
BGR,2008,100
BGR,2009,100
BGR,2010,100
BGR,2011,100
BGR,2012,100
BGR,2013,100
BGR,2014,100
BGR,2015,100
BGR,2016,100
BGR,2017,100
BGR,2018,100
BGR,2019,100
BGR,2020,9.97E+15
BFA,1993,6.1E+15
BFA,1994,6.12501E+15
BFA,1995,6.62533E+15
BFA,1996,7.12294E+15
BFA,1997,7.61714E+14
BFA,1998,8.10726E+15
BFA,1999,6.9E+15
BFA,2000,9.07502E+15
BFA,2001,9.52135E+14
BFA,2002,9.9601E+15
BFA,2003,1.14E+16
BFA,2004,1.08242E+16
BFA,2005,1.12543E+16
BFA,2006,1.16863E+15
BFA,2007,1.21228E+16
BFA,2008,1.25665E+16
BFA,2009,1.263E+16
BFA,2010,1.31E+16
BFA,2011,1.48084E+16
BFA,2012,1.5118E+15
BFA,2013,1.54056E+15
BFA,2014,1.92E+16
BFA,2015,1.6077E+16
BFA,2016,1.66411E+16
BFA,2017,1.7214E+15
BFA,2018,1.44E+16
BFA,2019,1.83749E+16
BFA,2020,1.89572E+16
BDI,1998,3.9E+16
BDI,1999,2.07095E+16
BDI,2000,2.46324E+16
BDI,2001,2.79742E+15
BDI,2002,3.12402E+15
BDI,2003,3.44538E+16
BDI,2004,3.76386E+16
BDI,2005,3.20732E+16
BDI,2006,2.66E+16
BDI,2007,4.72595E+15
BDI,2008,4.8E+15
BDI,2009,5.39902E+15
BDI,2010,5.3E+15
BDI,2011,6.12268E+15
BDI,2012,65
BDI,2013,6.9E+15
BDI,2014,7
BDI,2015,8.42765E+15
BDI,2016,9.34841E+15
BDI,2017,9.3E+15
BDI,2018,1.08849E+16
BDI,2019,1.13565E+16
BDI,2020,1.17356E+16
KHM,1998,1.867E+16
KHM,1999,8.82004E+15
KHM,2000,1.66E+16
KHM,2001,1.46248E+16
KHM,2002,1.81871E+15
KHM,2003,1.93E+16
KHM,2004,2.52984E+16
KHM,2005,205
KHM,2006,3.24076E+14
KHM,2007,3.59676E+15
KHM,2008,2.64E+16
KHM,2009,4.31122E+16
KHM,2010,3.11E+16
KHM,2011,5.03073E+14
KHM,2012,5.39306E+16
KHM,2013,5.75737E+15
KHM,2014,5.61E+16
KHM,2015,6.49104E+14
KHM,2016,6.95443E+14
KHM,2017,8.907E+15
KHM,2018,8.10757E+15
KHM,2019,84
KHM,2020,8.64E+14
CMR,1991,29
CMR,1992,3.26975E+15
CMR,1993,3.38492E+15
CMR,1994,3.49995E+15
CMR,1995,3.61478E+15
CMR,1996,3.72933E+14
CMR,1997,3.84355E+15
CMR,1998,4.07E+15
CMR,1999,4.07068E+14
CMR,2000,41
CMR,2001,4.62E+15
CMR,2002,4.40404E+16
CMR,2003,4.5123E+15
CMR,2004,4.71E+16
CMR,2005,4.72819E+15
CMR,2006,49
CMR,2007,4.82E+15
CMR,2008,5.05414E+15
CMR,2009,5.16442E+14
CMR,2010,5.27596E+15
CMR,2011,5.37E+15
CMR,2012,5.50392E+16
CMR,2013,5.62078E+15
CMR,2014,5.68E+15
CMR,2015,5.85956E+14
CMR,2016,5.98088E+15
CMR,2017,6.10309E+15
CMR,2018,6.22E+15
CMR,2019,6.34899E+14
CMR,2020,6.47214E+15
CAN,1990,100
CAN,1991,100
CAN,1992,100
CAN,1993,100
CAN,1994,100
CAN,1995,100
CAN,1996,100
CAN,1997,100
CAN,1998,100
CAN,1999,100
CAN,2000,100
CAN,2001,100
CAN,2002,100
CAN,2003,100
CAN,2004,100
CAN,2005,100
CAN,2006,100
CAN,2007,100
CAN,2008,100
CAN,2009,100
CAN,2010,100
CAN,2011,100
CAN,2012,100
CAN,2013,100
CAN,2014,100
CAN,2015,100
CAN,2016,100
CAN,2017,100
CAN,2018,100
CAN,2019,100
CAN,2020,100
CPV,2000,5.84223E+15
CPV,2001,6.01615E+15
CPV,2002,5.86E+16
CPV,2003,6.36195E+15
CPV,2004,6.5343E+15
CPV,2005,67
CPV,2006,6.87908E+15
CPV,2007,7.05201E+15
CPV,2008,7.22567E+15
CPV,2009,7.40032E+15
CPV,2010,8.11E+14
CPV,2011,8.23562E+15
CPV,2012,8.33588E+14
CPV,2013,8.43393E+15
CPV,2014,8.53079E+15
CPV,2015,8.63578E+15
CPV,2016,8.75449E+15
CPV,2017,8.8691E+15
CPV,2018,9.04118E+15
CPV,2019,9.14E+14
CPV,2020,9.41617E+14
CYM,1990,9.98469E+13
CYM,1991,9.98788E+15
CYM,1992,9.99102E+15
CYM,1993,100
CYM,1994,100
CYM,1995,100
CYM,1996,100
CYM,1997,100
CYM,1998,100
CYM,1999,100
CYM,2000,100
CYM,2001,100
CYM,2002,100
CYM,2003,100
CYM,2004,100
CYM,2005,100
CYM,2006,100
CYM,2007,100
CYM,2008,100
CYM,2009,100
CYM,2010,100
CYM,2011,100
CYM,2012,100
CYM,2013,100
CYM,2014,100
CYM,2015,100
CYM,2016,100
CYM,2017,100
CYM,2018,100
CYM,2019,100
CYM,2020,100
CAF,1995,3
CAF,1996,3.33492E+16
CAF,1997,3.83021E+16
CAF,1998,4.32143E+15
CAF,1999,4.8078E+15
CAF,2000,6
CAF,2001,5.73605E+13
CAF,2002,6.17705E+15
CAF,2003,6.61282E+15
CAF,2004,7.0457E+15
CAF,2005,7.47804E+15
CAF,2006,7.80517E+15
CAF,2007,8.351E+15
CAF,2008,7.48E+15
CAF,2009,9.25288E+15
CAF,2010,9.8E+15
CAF,2011,1.02466E+16
CAF,2012,1.08689E+16
CAF,2013,1.14691E+16
CAF,2014,1.20574E+15
CAF,2015,1.2727E+16
CAF,2016,1.35338E+15
CAF,2017,1.42995E+16
CAF,2018,1.48424E+16
CAF,2019,1.43E+16
CAF,2020,1.54651E+16
TCD,1997,2.3E+15
TCD,1998,2.42039E+16
TCD,1999,2.80621E+14
TCD,2000,3.17988E+16
TCD,2001,3.52711E+16
TCD,2002,3.86676E+14
TCD,2003,4.20118E+15
TCD,2004,35
TCD,2005,4.86369E+15
TCD,2006,5.19656E+15
TCD,2007,5.53394E+14
TCD,2008,5.87856E+15
TCD,2009,6.23311E+15
TCD,2010,6.4E+15
TCD,2011,8.98E+15
TCD,2012,7.83541E+16
TCD,2013,8.12656E+15
TCD,2014,8.40569E+15
TCD,2015,7.7E+15
TCD,2016,9.26385E+15
TCD,2017,1.09E+16
TCD,2018,1.0114E+15
TCD,2019,8.4E+15
TCD,2020,1.10801E+16
OWID_CIS,1990,100
OWID_CIS,1991,100
OWID_CIS,1992,100
OWID_CIS,1993,100
OWID_CIS,1994,100
OWID_CIS,1995,100
OWID_CIS,1996,100
OWID_CIS,1997,100
OWID_CIS,1998,100
OWID_CIS,1999,100
OWID_CIS,2000,100
OWID_CIS,2001,100
OWID_CIS,2002,100
OWID_CIS,2003,100
OWID_CIS,2004,100
OWID_CIS,2005,100
OWID_CIS,2006,100
OWID_CIS,2007,100
OWID_CIS,2008,100
OWID_CIS,2009,100
OWID_CIS,2010,100
OWID_CIS,2011,100
OWID_CIS,2012,100
OWID_CIS,2013,100
OWID_CIS,2014,100
OWID_CIS,2015,100
OWID_CIS,2016,100
OWID_CIS,2017,100
OWID_CIS,2018,100
OWID_CIS,2019,100
OWID_CIS,2020,100
CHL,1990,9.22574E+14
CHL,1991,9.47816E+15
CHL,1992,9.45601E+12
CHL,1993,9.52737E+15
CHL,1994,9.55181E+15
CHL,1995,9.57604E+15
CHL,1996,9.56173E+15
CHL,1997,9.62362E+15
CHL,1998,9.72411E+15
CHL,1999,9.66955E+15
CHL,2000,9.79387E+15
CHL,2001,9.71158E+15
CHL,2002,9.72837E+15
CHL,2003,9.87823E+14
CHL,2004,9.76061E+15
CHL,2005,9.77653E+15
CHL,2006,9.93681E+15
CHL,2007,9.8092E+14
CHL,2008,9.82649E+14
CHL,2009,9.95937E+15
CHL,2010,9.95384E+15
CHL,2011,9.95882E+15
CHL,2012,100
CHL,2013,9.96E+14
CHL,2014,100
CHL,2015,9971484375
CHL,2016,100
CHL,2017,9.97E+15
CHL,2018,100
CHL,2019,100
CHL,2020,100
CHN,2000,9.70218E+15
CHN,2001,9.72728E+15
CHN,2002,9.75162E+15
CHN,2003,9.77544E+15
CHN,2004,9.79897E+15
CHN,2005,9.82244E+15
CHN,2006,9.84611E+15
CHN,2007,9.87022E+15
CHN,2008,9.89506E+15
CHN,2009,9.92089E+15
CHN,2010,9.97E+15
CHN,2011,9.98487E+15
CHN,2012,9.99619E+15
CHN,2013,9.99964E+15
CHN,2014,100
CHN,2015,100
CHN,2016,100
CHN,2017,100
CHN,2018,100
CHN,2019,100
CHN,2020,100
COL,1990,8.99E+14
COL,1991,9.18367E+15
COL,1992,9.21327E+15
COL,1993,9.2428E+15
COL,1994,9.2722E+15
COL,1995,9.12E+15
COL,1996,9.33031E+14
COL,1997,9.35889E+15
COL,1998,9.38706E+15
COL,1999,9.41475E+15
COL,2000,9.52E+15
COL,2001,9.847E+15
COL,2002,9.49055E+15
COL,2003,9.51293E+15
COL,2004,9.53503E+15
COL,2005,9.68E+15
COL,2006,9.5793E+15
COL,2007,9.60198E+15
